representation,compartment,bootstrap_id,ari,nmi,nn_accuracy,silhouette
stack,epithelial,73,-0.13333333333333333,0.19533461868002244,0.4444444444444444,-0.0031810353975743055
stack,epithelial,74,-0.11764705882352941,0.2179136487255354,0.3333333333333333,-0.025232626125216484
stack,epithelial,75,0.07142857142857142,0.3930065516315367,0.1111111111111111,0.01524697057902813
stack,epithelial,76,-0.16129032258064516,0.14378913248740022,0.3333333333333333,-0.05254200100898743
stack,epithelial,77,0.35714285714285715,0.5895098274473051,0.2222222222222222,0.030392400920391083
stack,epithelial,78,0.0,0.3183298121185787,0.2222222222222222,-0.025144748389720917
stack,epithelial,79,0.07142857142857142,0.3930065516315367,0.2222222222222222,0.001821099896915257
stack,epithelial,80,0.07142857142857142,0.3930065516315366,0.1111111111111111,0.019443141296505928
stack,epithelial,81,-0.16129032258064516,0.14378913248740022,0.2222222222222222,-0.04448597878217697
stack,epithelial,82,0.07142857142857142,0.3930065516315366,0.0,-0.026207370683550835
stack,epithelial,83,0.07142857142857142,0.3930065516315366,0.2222222222222222,0.014417893253266811
stack,epithelial,84,0.07142857142857142,0.3930065516315367,0.2222222222222222,-0.002836093306541443
stack,epithelial,85,0.0,0.3183298121185787,0.3333333333333333,-0.01773044466972351
stack,epithelial,86,0.07142857142857142,0.3930065516315367,0.3333333333333333,-0.014908098615705967
stack,epithelial,87,0.0,0.31832981211857864,0.2222222222222222,-0.03571600094437599
stack,epithelial,88,-0.16129032258064516,0.14378913248740022,0.1111111111111111,-0.03495519608259201
stack,epithelial,89,-0.07142857142857142,0.2503486204735853,0.1111111111111111,-0.03336004540324211
stack,epithelial,90,0.07142857142857142,0.3930065516315367,0.3333333333333333,0.004759295843541622
stack,epithelial,91,-0.13333333333333333,0.16904258874082662,0.2222222222222222,-0.022488592192530632
stack,epithelial,92,-0.16129032258064516,0.14378913248740022,0.2222222222222222,0.00645046029239893
stack,epithelial,93,-0.03225806451612903,0.29513539794968274,0.2222222222222222,0.0012094494886696339
stack,epithelial,94,-0.16129032258064516,0.14378913248740022,0.4444444444444444,-0.0021756431087851524
stack,epithelial,95,0.0,0.31832981211857864,0.2222222222222222,-0.04489780217409134
stack,epithelial,96,0.0,0.3183298121185787,0.1111111111111111,-0.03260466083884239
stack,epithelial,97,-0.16129032258064516,0.14378913248740022,0.1111111111111111,-0.01434616930782795
stack,epithelial,98,-0.16129032258064516,0.14378913248740022,0.3333333333333333,-0.0061394227668643
stack,epithelial,99,0.07142857142857142,0.3930065516315366,0.1111111111111111,-0.030723581090569496
stack,epithelial,100,-0.16129032258064516,0.14378913248740022,0.1111111111111111,-0.03159670531749725
stack,epithelial,101,0.0,0.31832981211857864,0.2222222222222222,-0.0217880941927433
stack,epithelial,102,0.07142857142857142,0.3930065516315367,0.3333333333333333,0.005724045913666487
stack,epithelial,103,-0.13333333333333333,0.16904258874082662,0.2222222222222222,-0.03614650294184685
stack,epithelial,104,-0.03225806451612903,0.29513539794968274,0.2222222222222222,-0.007971485145390034
stack,epithelial,105,-0.11764705882352941,0.2179136487255354,0.2222222222222222,-0.03720533847808838
stack,epithelial,106,-0.16129032258064516,0.14378913248740022,0.3333333333333333,-0.020368151366710663
stack,epithelial,107,-0.16129032258064516,0.14378913248740022,0.2222222222222222,-0.021790282800793648
stack,epithelial,108,0.0,0.34247811980489706,0.2222222222222222,0.0013498911866918206
stack,epithelial,109,0.0,0.31832981211857864,0.1111111111111111,-0.02080048806965351
stack,epithelial,110,-0.16129032258064516,0.14378913248740022,0.3333333333333333,-0.007918506860733032
stack,epithelial,111,0.07142857142857142,0.3930065516315367,0.2222222222222222,-0.010177092626690865
