representation,bootstrap_id,ari,nmi,nn_accuracy,silhouette
stack,142,0.16923076923076924,0.5096070168485125,0.3333333333333333,0.10940131545066833
stack,143,0.16923076923076924,0.5096070168485125,0.4444444444444444,0.11143729090690613
stack,144,0.16923076923076924,0.5096070168485125,0.2222222222222222,0.11157651990652084
stack,145,0.16923076923076924,0.5096070168485125,0.2222222222222222,0.09952124208211899
stack,146,0.3076923076923077,0.5644105252727687,0.2222222222222222,0.09631133079528809
stack,147,0.21739130434782608,0.49645559315504395,0.4444444444444444,0.11166376620531082
stack,148,0.21739130434782608,0.49645559315504395,0.4444444444444444,0.09739869832992554
stack,149,0.21739130434782608,0.49645559315504395,0.2222222222222222,0.10426609218120575
stack,150,0.3076923076923077,0.5644105252727687,0.2222222222222222,0.11241079866886139
stack,151,0.16923076923076924,0.5096070168485124,0.2222222222222222,0.09245827049016953
stack,152,0.3076923076923077,0.5644105252727687,0.2222222222222222,0.10088683664798737
stack,153,0.16923076923076924,0.5096070168485125,0.4444444444444444,0.09940951317548752
stack,154,0.3076923076923077,0.5644105252727687,0.4444444444444444,0.12186463922262192
stack,155,0.21739130434782608,0.49645559315504395,0.2222222222222222,0.09932366758584976
stack,156,0.16923076923076924,0.5096070168485125,0.3333333333333333,0.09379549324512482
stack,157,0.3076923076923077,0.5644105252727687,0.2222222222222222,0.10576104372739792
stack,158,0.3076923076923077,0.5644105252727687,0.3333333333333333,0.09637530148029327
stack,159,0.3076923076923077,0.5644105252727686,0.3333333333333333,0.0988767221570015
stack,160,0.16923076923076924,0.5096070168485125,0.2222222222222222,0.11164245009422302
stack,161,0.21739130434782608,0.49645559315504395,0.1111111111111111,0.08860840648412704
stack,162,0.21739130434782608,0.49645559315504395,0.2222222222222222,0.08780016005039215
stack,163,0.3076923076923077,0.5644105252727686,0.2222222222222222,0.10061149299144745
stack,164,0.21739130434782608,0.49645559315504395,0.5555555555555556,0.11154385656118393
stack,165,0.16923076923076924,0.5096070168485125,0.2222222222222222,0.10238368064165115
stack,166,0.3076923076923077,0.5644105252727687,0.3333333333333333,0.11594021320343018
stack,167,0.21739130434782608,0.49645559315504395,0.2222222222222222,0.1005377322435379
stack,168,0.3076923076923077,0.5644105252727687,0.3333333333333333,0.10532716661691666
stack,169,0.3076923076923077,0.5644105252727687,0.2222222222222222,0.09308797121047974
stack,170,0.16923076923076924,0.5096070168485125,0.4444444444444444,0.11000024527311325
stack,171,0.3076923076923077,0.5644105252727686,0.3333333333333333,0.10378309339284897
stack,172,0.21739130434782608,0.49645559315504395,0.3333333333333333,0.1170867383480072
stack,173,0.16923076923076924,0.5096070168485125,0.3333333333333333,0.1092616617679596
stack,174,0.3076923076923077,0.5644105252727687,0.4444444444444444,0.12377997487783432
stack,175,0.3076923076923077,0.5644105252727686,0.4444444444444444,0.09870821237564087
stack,176,0.3076923076923077,0.5644105252727687,0.2222222222222222,0.10234209895133972
stack,177,0.21739130434782608,0.49645559315504395,0.3333333333333333,0.08559462428092957
stack,178,0.16923076923076924,0.5096070168485125,0.3333333333333333,0.11086142808198929
stack,179,0.16923076923076924,0.5096070168485125,0.3333333333333333,0.1021575927734375
stack,180,0.16923076923076924,0.5096070168485125,0.3333333333333333,0.09873805940151215
